Kode,Judul,Keterangan
79922,Jasa Interpreter Wisata,"Kelompok ini menyangkut usaha jasa interpreter wisata, yaitu kegiatan yang memberikan bimbingan, penerangan, dan petunjuk tentang obyek wisata, membantu segala sesuatu yang diperlukan wisatawan, termasuk jasa interpreter wisata alam di kawasan hutan yang memberikan pemahaman dan edukasi akan pentingnya kelestarian alam. Termasuk juga dalam kelompok ini perusahaan yang menyediakan tenaga interpreter wisata dan atau mengkoordinasikan tenaga interpreter wisata lepas untuk memenuhi kebutuhan wisatawan secara perorangan atau kebutuhan biro perjalanan wisata"
79990,Jasa Reservasi Lainnya Ybdi Ytdl,"Kelompok ini mencakup usaha jasa perjalanan wisata lainnya yang belum termasuk pada subgolongan 7991 s.d. 7993, seperti penyediaan jasa pemesanan lainnya yang berkaitan dengan perjalanan, seperti transportasi, hotel, restoran, sewa mobil, kegiatan hiburan dan olahraga; peyediaan jasa time share exchange (akomodasi); kegiatan penjualan tiket untuk event tertentu seperti theater, olahraga dan acara hiburan, pertunjukan seni budaya, serta kunjungan ke obyek dan daya tarik wisata dan kesenangan lainnya dan kegiatan ybdi ytdl"
80100,Aktivitas Keamanan Swasta,"Kelompok ini mencakup usaha jasa penyelidikan, pengawasan, penjagaan dan kegiatan atau perlindungan untuk keselamatan perorangan dan harta milik. Termasuk kegiatan patroli, seperti pengawalan dalam perjalanan membawa barang berharga, bodyguard, patroli jalan raya, penjagaan gedung, kantor, pabrik, hotel dan sebagainya, penyelidikan sidik jari, tanda tangan dan tulisan tangan. Penjagaan dengan sistem instalasi alarm dimasukkan dalam kelompok 80200. Penyelidikan yang berhubungan dengan perasuransian dimasukkan dalam kelompok 66210"
80200,Aktivitas Jasa Sistem Keamanan,"Kelompok ini mencakup kegiatan jasa sistem keamanan, seperti pengawasan sistem tanda bahaya keamanan elektronik, seperti tanda bahaya kebakaran dan pencurian, termasuk pemeliharaannya; pemasangan, perbaikan, pembangunan kembali dan pengaturan perlengkapan kunci mekanik atau elektronik, ruangan besi dan peti besi. Kegiatan penjualan, pemasangan dan perbaikan dari sistem keamanan, perlengkapan kunci mekanik atau elektronik, ruangan besi dan peti besi, jika menjadi satu kesatuan dengan pengoperasiannya tercakup pada kelompok ini. Jika tidak dimasukkan pada klasifikasi yang bersesuaian"
80300,Aktivitas Penyelidikan,"Kelompok ini mencakup kegiatan penyedia jasa penyelidikan dan detektif. Kegiatan semua penyelidik pribadi atau swasta, tidak bergantung jenis klien atau tujuan dari penyelidikan dicakup pada golongan ini. Termasuk penyelidikan latar belakang seseorang, pencarian jejak orang yang hilang, pencurian dan penggelapan"
81100,Aktivitas Penyedia Gabungan Jasa Penunjang Fasilitas,"Kelompok ini secara khusus menyediakan sebuah gabungan jasa penunjang, seperti pembersihan interior umum, pemeliharaan, pembuangan sampah, penjagaan dan pengamanan, pengiriman surat, penerimaan tamu, pencucian pakaian dan jasa yang berhubungan untuk menunjang operasional dalam fasilitas klien. Kelompok ini juga menyediakan tenaga operasianal untuk melakukan kegiatan penunjang ini, akan tetapi tidak termasuk dengan atau tanggung jawab atas usaha atau kegiatan utama klien"
81210,Aktivitas Kebersihan Umum Bangunan,"Kelompok ini mencakup kegiatan penyedia jasa kebersihan bermacam jenis gedung milik perusahaan/lembaga/badan/instansi pemerintah atau swasta, seperti gedung perkantoran, pabrik, pertokoan, balai pertemuan dan gedung sekolah, termasuk jasa kebersihan interior gedung-gedung tersebut, seperti pembersihan lantai, dinding, furnitur, jendela, ventilasi dan unit exhaust. Pencucian karpet dan permadani serta pembersihan gorden dimasukkan dalam kelompok 96200. Kegiatan jasa kebersihan gedung yang dilakukan oleh pekerja yang melayani rumah tangga dimasukkan dalam kelompok 97000."
81290,Aktivitas Kebersihan Bangunan Dan Industri Lainnya,"Kelompok ini mencakup Kegiatan penyedia jasa pembersihan eksterior dari semua jenis bangunan, termasuk kantor, pabrik, toko, lembaga dan tempat bisnis dan profesional lainnya serta bangunan untuk tempat tinggal atau pemukiman multi unit, kegiatan pembersihan khusus dari bangunan seperti pembersihan jendela, cerbong asap dan tungku atau perapian, kompor, tungku bakar, tempat pembakaran sampah, ketel atau alat perebus, pipa atau saluran ventilasi, pembuangan gas atau uap, jasa pembersihan dan pemeliharaan kolam renang, jasa pembersihan mesin industri, jasa pembersihan kereta, bus, pesawat terbang dan lain-lain, jasa pembersihan bagian dalam kapal dan truk tanker , jasa pembasmian dan pemusnahan hama, jasa pembersihan jalan dan pembersihan salju dan es, dan jasa pembersihan bangunan dan industri lainnya."
81300,Aktivitas Perawatan Dan Pemeliharaan Taman,"Kelompok ini mencakup kegiatan pengerjaan, perawatan dan pemelihaan pertamanan, seperti taman dan kebun untuk perumahan pribadi dan umum, bangunan publik dan semi-publik (sekolah, rumah sakit, lembaga pemerintah, tempat ibadah dan lain-lain), kawasan perkotaan (taman, kawasan penghijauan, pemakaman atau kuburan dan lain-lain), jalur hijau jalan bebas hambatan (jalan, jalur kereta, jalur angkutan air) dan bangunan industri dan komersial; penghijauan untuk bangunan (kebun di atas atap, penghijauan depan bangunan, tanaman dalam ruangan), taman olahraga, taman bermain dan taman rekreasi lainnya (lapangan olahraga, bermain, berjemur dan golf), dan tempat air tenang dan mengalir (kolam, kolam renang, selokan, anak sungai, sistem saluran pembuangan); dan tanaman untuk perlindungan terhadap suara atau keributan, angin, erosi, jarak pandang dan panas atau silau matahari"
82110,Aktivitas Penyedia Gabungan Jasa Administrasi Kantor,"Kelompok ini mencakup penyediaan gabungan jasa administrasi perkantoran sehari-hari, seperti penerimaan tamu, perencanaan keuangan, pemeliharaan catatan dan tagihan rekening, jasa personalia dan surat menyurat."
82190,"Aktivitas Foto Kopi, Penyiapan Dokumen Dan Aktivitas Khusus Penunjang Kantor Lainnya","Kelompok ini mencakup aktivitas penyedia jasa khusus penunjang kantor atau perusahaan lainnya yang tidak dapat diklasifikasikan di tempat lain, seperti penyiapan dokumen, editing dan koreksi dokumen, pengetikan, pengolahan kata atau desktop publishing, jasa penunjang sekretariat, perekaman dokumen dan jasa sekretariat lainnya, penulisan surat atau ringkasan, persewaan kotak surat dan jasa postal dan surat menyurat lainnya (kecuali direct mail advertising), jasa fotokopi, penggandaan, blue printing, jasa pengolah kata, jasa penggandaan dokumen lain yang juga menyediakan jasa pencetakan, seperti pencetakan offset, pencetakan cepat, pencetakan digital dan pencetakan prepress"
82200,Aktivitas Call Centre,"Kelompok ini mencakup usaha jasa call center, seperti Inbound Call Centre (panggilan ke dalam), menjawab panggilan dari pelanggan oleh operator manusia, distribusi panggilan otomatis, integrasi telepon dan komputer, sistem respon suara interaktif atau metode yang sejenis untuk menerima permintaan, menyediakan produk informasi yang berkaitan dengan permintaan bantuan pelanggan atau menyalurkan keluhan atau komplain dari pelanggan; Outbond Call Centre (panggilan ke luar), menggunakan metode yang sejenis untuk menjual atau memasarkan barang atau jasa kepada pelanggan potensial, melakukan penelitian pasar atau jajak pendapat masyarakat dan kegiatan yang sejenis kepada pelanggan."
82301,"Penyelenggara Pertemuan, Perjalanan Insentif, Konferensi Dan Pameran","Kelompok ini mencakup usaha pengaturan, promosi dan atau pengelolaan acara, seperti jasa pelayanan bagi suatu pertemuan sekelompok orang (negarawan, usahawan, cendekiawan, dan sebagainya). Termasuk juga dalam kelompok ini usaha jasa yang merencanakan, menyusun dan menyelenggarakan program perjalanan insentif dan usaha jasa yang melakukan perencanaan dan penyelenggaraan pameran dagang dan usaha, konvensi, konferensi dan rapat atau pertemuan. Kegiatan ini disebut juga jasa MICE (meeting, insentive, convention and exhibition)."
82302,Event Organizer,"Kelompok ini mencakup kegiatan event organizer yang mengorganisasikan rangkaian acara, dimulai dari proses pembuatan konsep, perencanaan, persiapan, eksekusi hingga rangkaian acara selesai dalam rangka membantu client mewujudkan tujuan yang diharapkan melalui rangkaian acara yang diadakan. Jasa event organizer adalah penyelenggaraan sebuah acara berdasarkan pedoman kerja dan konsep acara tersebut dan mengelolanya secara profesional. Kegiatan EO yang dicakup pada kelompok ini adalah EO pernikahan, pesta ulang tahun dan acara sejenisnya"
82910,Aktivitas Debt Collection Dan Biro Kredit,"Kelompok ini mencakup kegiatan pungutan pembayaran klaim dan pengiriman pembayaran yang ditujukan untuk pelanggan, seperti jasa pungutan tagihan atau hutang kredit. Kelompok ini juga mencakup kegiatan pengumpulan informasi seperti catatan kredit dan pekerjaan secara individu dan catatan bisnis dan penyediaan informasi untuk lembaga keuangan, retailer dan lembaga lain yang memiliki kepentingan untuk mengevaluasi kelayakan pemberian kredit kepada perseorangan dan perusahaan"
82920,Aktivitas Pengepakan,"Kelompok ini mencakup usaha jasa pengepakan atas dasar balas jasa (fee) atau kontrak, baik menggunakan atau tidak suatu proses otomatis. Termasuk pembotolan minuman dan makanan, pengemasan benda padat (blister packaging, pembungkusan dengan alumunium foil dan lain-lain), pengemasan obat dan bahan obat-obatan, pelabelan, pembubuhan perangko dan pemberian cap, pengemasan parsel atau bingkisan dan pembungkusan hadiah. Termasuk pengalengan dan sejenisnya. Jasa pengepakan untuk kegiatan pengangkutan dimasukkan dalam kelompok 52291 s.d. 52299 yang bersesuaian."
82990,Aktivitas Jasa Penunjang Usaha Lainnya Ytdl,"Kelompok ini mencakup kegiatan penyedia jasa penunjang usaha lainnya yang tidak dapat diklasifikasikan di tempat lain, seperti jasa laporan pengadilan dan catatan stenotype dan jasa stenografi untuk umum, jasa siaran langsung televisi untuk acara rapat dan konferensi, jasa pengalamatan bar code, jasa pencetakan bar code, jasa organisasi pengumpulan dana atas dasar balas jasa atau kontrak, jasa sortir surat, jasa penyimpanan, jasa pungutan parkir yang menggunakan meter coin, kegiatan pelelangan independen, administrasi program loyalitas, dan kegiatan penunjang lain yang disediakan untuk usaha yang tidak diklasifikasikan di tempat lain."
84111,Lembaga Legislatif,"Kelompok ini mencakup kegiatan kelembagaan MPR, DPR dan DPRD serta kesekretariatannya, yang berfungsi utama mengambil keputusan-keputusan konstitusional yang bersifat dasar dan prinsip dalam perumusan kebijaksanaan pemerintah, yaitu membuat, merubah atau mencabut undang-undang atau peraturan pemerintah serta membina administrasi pemerintah untuk melaksanakan kebijaksanaan pemerintah dan undang-undang, peraturan pemerintah dan ketentuan-ketentuan lain yang berlaku, termasuk mengambil keputusan, penetapan dan pengesahan anggaran pendapatan dan pengeluaran, anggaran investasi serta rencana-rencana jangka panjang"
84112,Penyelenggaraan Pemerintah Negara Dan Kesekretariatan Negara,"Kelompok ini mencakup seluruh kegiatan proses penyelenggaraan pemerintah untuk mencapai tujuan negara yang telah ditetapkan oleh badan legislatif, yaitu Presiden, Wakil Presiden, Sekretariat Negara, Sekretariat Kabinet, Departemen Dalam Negeri, Gubernur, Bupati, Walikota, Camat dan Lurah/Kepala Desa, yang mempunyai tugas merencanakan, memimpin dan mengawasi penyelenggaraan pemerintah"
84113,"Lembaga Eksekutif Keuangan, Perpajakan Dan Bea Cukai","Kelompok ini mencakup kegiatan kelembagaan pemerintah di bidang keuangan, perpajakan dan bea cukai dalam membantu kelancaran penyelenggaraan pemerintahan, termasuk juga kegiatan-kegiatan kesekretariatannya. Misalnya Kementerian Keuangan, Dirjen Pajak dan Bea Cukai"
84114,Lembaga Eksekutif Perencanaan,"Kelompok ini mencakup kegiatan lembaga pemerintah di bidang perencanaan dalam merumuskan koordinasi kebijaksanaan pemerintah dalam menyelenggarakan pemerintahan, termasuk juga kegiatan kesekretariatannya. Misalnya Kementerian Perencanaan Pembangunan Nasional (Bappenas)."
84115,Lembaga Pemerintah Non Kementrian Dengan Tugas Khusus,"Kelompok ini mencakup kegiatan lembaga/badan/instansi pemerintah non kementerian dengan tugas khusus serta kesekretariatannya, yang mempunyai kewajiban membantu kelancaran penyelenggaraan pemerintahan, seperti Arsip Nasional, BAKN, LAN, BKKBN, LIPI, Lembaga Sandi Negara, BPS, Otoritas Jasa Keuangan, dan lainnya"
84119,Kegiatan Administrasi Pemerintahan Lainnya,"Kelompok ini mencakup kegiatan lembaga/badan/instansi pemerintah lainnya dengan tugas khusus serta kesekretariatannya, yang mempunyai kewajiban membantu kelancaran penyelenggaraan pemerintahan yang belum tercakup dalam kelompok 84111 s.d. 84116. Misalnya Lembaga-lembaga Nonstruktural, dan lainnya"
84121,Administrasi Pelayanan Pemerintah Bidang Pendidikan,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan pendidikan yang mempunyai kewajiban memberikan pengarahan, pertimbangan dan mengambil keputusan dalam bidang pendidikan. Misalnya Kementerian Budaya Pendidikan Dasar Menengah dan Kementerian Ristek dan Pendidikan Tinggi"
84122,Administrasi Pelayanan Pemerintah Bidang Kesehatan,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan kesehatan yang mempunyai kewajiban memberikan pengarahan, pertimbangan dan mengambil keputusan dalam bidang pelayanan kesehatan, pengadaan obat-obatan, kesehatan masyarakat dan pencegahan penyakit, termasuk pembinaan penyediaan air bersih. Misalnya Kementerian Kesehatan"
84123,Administrasi Pelayanan Pemerintah Bidang Perumahan Dan Lingkungan Hidup,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan sarana dan prasarana tempat tinggal yang memenuhi syarat perumahan, seperti kebersihan, keindahan, dan kelestarian lingkungan, dengan tujuan menjadikan masyarakat yang sehat dan sejahtera"
84124,Administrasi Pelayanan Pemerintah Bidang Kesejahteraan Sosial,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan penyelenggaraan jaminan sosial, bantuan sosial dan rehabilitasi sosial. Misalnya Kementerian Sosial."
84125,Administrasi Pelayanan Pemerintah Bidang Keagamaan,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan agama Islam, Kristen Protestan, Kristen Katholik, Hindu dan Budha, dengan tujuan untuk meningkatkan takwa kepada Tuhan Yang Maha Esa dan mencapai kerukunan umat beragama. Misalnya Kementerian Agama."
84126,Administrasi Pelayanan Pemerintah Bidang Kebudayaan/kesenian/rekreasi/olahraga,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan kebudayaan/kesenian/rekreasi/olahraga, seperti museum, perpustakaan, tempat/benda peninggalan bersejarah, berbagai kesenian daerah dan penyelenggaraan rekreasi dan olahraga. Misalnya Kementerian Pemuda dan Olah Raga"
84129,"Administrasi Pelayanan Pemerintah Bidang Sosial Lainnya Bukan Kesehatan, Pendidikan, Keagamaan Dan Kebudayaan","Kelompok ini mencakup kegiatan pemerintah dalam pembinaan pelayanan sosial lainnya bukan kesehatan, pendidikan, keagamaan dan kebudayaan yang belum termasuk dalam kelompok 84121 s.d. 84126. Misalnya Kementerian Pemberdayaan Perempuan dan Perlindungan Anak."
84131,Kegiatan Lembaga Pemerintahan Bidang Pertanian,"Kelompok ini mencakup kegiatan lembaga pemerintah dalam hal pembinaan, pengembangan dan penyelenggaraan di bidang pertanian, seperti pertanian tanaman pangan/tanaman perkebunan, peternakan, kehutanan, perburuan dan perikanan. Misalnya Kementerian Pertanian, Kementerian Lingkungan Hidup dan Kehutanan, Kementerian Kelautan dan Perikanan."
84132,"Kegiatan Lembaga Pemerintahan Bidang Pertambangan Dan Penggalian, Listrik, Air Dan Gas","Kelompok ini mencakup kegiatan lembaga pemerintah dalam hal pembinaan, pengembangan dan penyelenggaraan di bidang pertambangan, penggalian, geologi dan sumber daya mineral dan bidang kelistrikan, gas dan air. Misalnya Kementerian Energi dan Sumber Daya Mineral"
84133,Kegiatan Lembaga Pemerintahan Bidang Perindustrian,"Kelompok ini mencakup kegiatan lembaga pemerintah dalam hal pembinaan, pengembangan dan penyelenggaraan di bidang perindustrian. Misalnya Kementerian Perindustrian."
84134,Kegiatan Lembaga Pemerintahan Bidang Komunikasi Dan Informatika,"Kelompok ini mencakup kegiatan pemerintah dalam pembinaan komunikasi dan informatika. Pembinaan komunikasi dan informatika meliputi pembinaan di bidang sumber daya dan perangkat pos dan informatika, penyelenggaraan pos dan informatika, aplikasi informatika, serta informasi dan komunikasi publik. Misalnya Kementerian Komunikasi dan Informatika"
